Review,Sentiment
"This place is actually 2 floors and most nights require a booking. Tables are big and comfy far apart. Can accommodate large groups. I would say the food is a middle eastern fusion. The service is wonderful. Place is a bit dressy so no baseball hat or sweat pants. You can wear those things but just might be uncomfortable with everyone else dressed up a bit. Food is a bit expensive around $30/$50 for main.

Food recommend: definitely the app with the dumpling in yogurt. The yogurt is middle eastern so a bit sour but sweat. Really good. Trick is to ask for bread (free) for the sauce after. 

We got the lamb shoulder as the main. You make your own wrap. The lamb is 24 hour roasted. I would probably get something else next time. Just wasnt unique enough for the price (felt like i was making my own shwarma). I would get the lamb rib app of you like lamb.",2
"The food and cocktails were exceptional. Truly. We tried the ahi tuna, beets with labneh, black truffle rice, brussels sprouts, cauliflower, marcona almonds and olives. All delicious and beautiful.  

Unfortunately, our server was a bit snooty. She didn't seem to approve of our ordering style, which was surprising considering the menu seemed to emphasize shareables. We preferred to try many small plates as opposed to a main. Nonetheless, she kept pushing for more; insisting the sides and rice were meant to be paired with a main protein.",1
"Solid dishes, great atmosphere. I love the concept of family style sharing of the dishes, which were recommended to us.

The best we had which I highly recommend:

-Eggplant kibbeh
-seared cauliflower 
-Spanish octopus
-ME fried chicken
-beef tartare 
- Turkish manti dumplings (the best ever)

Just order a little of everything and you can't go wrong!!",2
"Amazing food and amazing experience. Our server was very helpful. We thought the portion sizes were going to be small so we were going to order too much but he helped us out a lot.

We started with the manti dumplings and the truffle pidhe which were both amazing. I'm still drooling at the thought of the mushrooms. Definitely a must try! Then we got the brussel sprouts and the lamb for two. Both were amazing. The sprouts came with halloumi cheese. The lamb came on a tray with toppings to build your own wraps. It was so much food we got some to go 

We also got the tea service and ordered mint tea. It came with Turkish delight as appertiffs. It was amazing! The more we drank it the hungrier we got.

We were too full for a dessert so we just got saffron ice cream and Turkish coffee. Both were amazing. Such a great meal.",2
"A truly elevated dining experience! I'd say the food above all. Quality is impeccable. The dumplings are an absolute must have. Stuffed with creamy eggplant in a heavenly yoghurt sauce. The meats were also done just right, lamb being so tender and not gamey at all, not salty, the flavors subtle and well balanced. Had an old fashioned with hints of coffee and of course a real big ice cube. Decor is classy but nothing special, was hoping for something more unique but the food makes up for it all.

Warning: it is expensive so be prepared to spend around 80-100$ per person if you get drinks.",2
"Ok here's the thing.

I'm super into middle eastern cuisine, and this is definitely not what you'd expect.

If I'm judging it based on middle eastern influenced cuisine, I'd say I loved it.

The menu was a mish mash of the best bits of a few middle eastern countries put together with some interesting cocktails and great presentation.

The portions are tiny, but for me that was great because I got to really try out a ton of their menu.

I came here for a friends birthday in a group of 6 and the service was excellent. They helped us order a decent amount and the food was staggered perfectly for us to enjoy mezze style which I really enjoyed. I'd happily come here again (on someone elses tab)",2
"HOLY DELICIOUS! We had a really hard time narrowing down where we wanted to go when we were visiting Toronto so I did a lot of research on Yelp and kept coming across Byblos. Everything on the menu sounded amazing and they had reservation availability so we decided to check it out. I will say the outside of the restaurant is not very appealing and we were kind of hoping to sit outside but they do not have an outdoor patio. That was okay though because when you walk inside, the ambiance is very neat with a modern Mediterranean flare to it. We were seated on the downstairs level but we quickly realized that they have a massive upstairs area with a full bar and tables that accommodate larger groups. We were okay with being downstairs though because it was a bit quieter. 

Usually we a bottle of wine kind of couple but their cocktails sounded incredible so we decided to only do those. SO MANY OPTIONS. All very unique from what goes in the drink to the final presentation. I wish I knew the name of the one drink I had because it was delicious. I really enjoyed their spiced G&T as well. You can tell the bartender's put a lot of work and thought into these drinks.

For dinner, they suggest about 4-5 items because their menu is meant to be shared family style. After a lot of help from our server who was excellent in giving recommendations, we decided to order the turkish manti dumplings, black truffle wood fired pide, short rib kebab and a side of their roasted brussels sprouts. They did a great job timing these items out so they came out one by one so when we finished one plate, the next one was on its way to our table. Everything was fantastic but if you were only going to order one thing from this menu, it would have to be the dumplings. THEY WERE INCREDIBLE. The sauce they came in were so good we actually dunked out pide into the dish as well. 

We were very happy to come across this place and would recommend it to anyone that was looking for a great date night option or just getting together with friends, they have something for everyone.",2
"My friends and I came here for dinner last Friday night during my bachelorette trip. We sat near the chef's counter and were able to see the food prepared and brought out. The menu items are small plates and we ordered several items to share amongst us all. All of our drinks were not only delicious but also were so appealing to look at! We unfortunately did not try too many of the menu items as we were coming from a late lunch but the flatbread, fries, and salad that we did have were all delicious!! 
I would absolutely come back again to try more menu items next time I happen to be visiting Toronto.",2
"Came here with my company after our training and was spoiled with Byblos' amazing service and delectable $85 course menu. Upon seeing the menu, I assumed that we would choose one plate within each section; little did I know that we actually get served all 11 dishes and share family style!

My neighbour was vegetarian, and Byblos made a great effort to create fitting and suitable dishes to ensure that he had an equally enjoyable experience. He had an equally massive portion for each modification, and naturally wasn't able to finish it all - so I was fortunate to also sample his plates. As a result, I swear my dinner ended up being upwards of 15 courses...

First Course
Roasted Red Beets
Sweet beets dipped in what I suspect to be honey were served on a bed of labneh, a tangy substance similar to Greek yogurt. We had a plentitude of barbari bread, a long bread topped with spices and olive oil, which was intended to be eaten with the yogurt. Though good, this dish didn't particularly stand out to me.

Steak Tartare
Topped with labneh, the minced raw steak was marinated in red chili. Subsequently, it had a very nice mildly spicy kick. It was quite enjoyable, and I found the flavours stood out even more when eaten without the labneh. Unlike what's stated on their site, however, we weren't given pita to accompany the dish.

Lamb Ribs
Though most people rave about this dish, I actually didn't quite enjoy it. The meat was tender and fell off the bone quite easily; however, I found it to be too sweet and overly seasoned. In my opinion, the date molasses was overpowering and stole away from all the other flavours.

Second Course
Fig
This salad, with its leafy greens, creamy tangy cheese, crunchy seeds, and sweet vinaigrette, is honestly one of my favourite salads in the city. I'm fairly sure I had one entire bowl to myself - I loved it that much! It's a great light dish that serves well as a palette cleanser in between the meat dishes.

Ora King Salmon
The salmon was perfectly cooked! The flesh was outstandingly moist while the skin was delightfully crunchy. Again, I'm not embarrassed to admit that I probably had one full fillet to myself (the number of dishes far exceeded the number of people at my table). I wasn't the biggest fan of the tomato harissa / sumac sauce, but the dish was well executed.

Black Truffle Pide
I didn't realize what I was missing out on until I sampled this dish. A melted melange of cheese and truffle was hugged and enveloped by a hearty carby flat bread. This pide is dangerous!

At this time, my friend was also served his veggie options. He had a Wild Mushroom pide, which frankly paled in comparison to the black truffle one. He was also given an off-menu item - a delicious hummus served with pita bread topped with olive oil. I had some and it was great hummus!

Third Course
Dry Aged Ribeye
This steak was amazing! It was perfectly cooked to a beautiful medium rare, served atop smoked eggplant. The flavours were so rich and buttery, and the meat was tender and flavourful. I had two pieces and wanted more. At this point in time, most of us were filling up, so we ended up having a lot of steak leftover (almost two full plates put together). But fear not! I don't let any food go to waste, and asked for it to go (although the portion given to me ended up being much smaller... I had only two pieces of steak).

Black Truffle Rice
This basmati rice was so fragrant - I really do think the addition of fresh mushrooms made a significant difference in highlighting the earthy and umami flavours. I wasn't as big a fan of the creme fraiche, and wished we didn't mix it together. The addition of fried shallots and chickpeas also added a lovely crunch and texture.

Grilled Carrots
This was a simple side dish that was really well executed. The perfect companion to the meaty ribeye.

My vegetarian friend was given Roasted Brussels Sprouts (I'm honestly certain they're fried) which were undoubtedly one of the best executed vegetable dishes of the night. I particularly enjoyed the creamy tahini and yogurt that lightly dressed the veggies. I enjoyed the cauliflower a little less. He was also given Thrice-Cooked Fries, which were amazingly crispy.

Desserts
Hazelnut Chocolate Mousse
I don't know how I managed to eat another bite, and yet I almost singlehandedly demolished this entire plate. The mousse was so creamy, encased in a crunchy chocolate shell. I loved the sugar toffee hazelnuts, which added a satisfying crunch. Would definitely order again, because I'm a sucker for chocolate mousse.

Baklava 
I've had this dish before, and still don't particularly enjoy it...

The service was absolutely phenomenal! The servers are very approachable, attentive, and patient. They take the time to explain each dish, including cocktails. I really did enjoy my signature cocktail (the Geographer), though the alcohol went straight to my head. I love Byblos and look forward to coming again!",2
"Byblos is one of the top rated restaurants in Toronto and one of my personal favourites. This place is perfect for any occasion and never disappoints. 

RESTAURANT: The decor of the restaurant is beautiful with dim lighting. There are two floors to the place but I've only ever sat on the main floor. The seating is a bit tight but you are still able to sit comfortably. The service is always great and attentive.

FOOD: For starters, I recommend the roasted red beets which comes with barbari bread (like who doesn't love carbs) and their eggplant kibbeh. you MUST try their pides if you ever come here, they are so delicious. Their black truffle rice is already very aromatic and a bit more filling. Overall, the flavours of their dishes are so unique, you'll want to come back and try the whole menu.",2
"AMAZING. We really enjoy Mediterranean cuisine but it's always been pretty traditional fare. Byblos does it different.  You may have tried dishes that were similar to it in the past, but I guarantee they will surprise and delight your taste buds.

First off, cocktails are a must.  I ordered the ""Sultan's Privilege"".  The bartender is very talented...highly recommend one of their signature cocktails.

We ordered the roasted red beets (think bread with yogurt dip),l and Turkish mantis dumplings.  Both we delicious and completely not what we expected.

Next we ordered the grilled whole branzino with the sweet jewelled rice, and roasted Brussels sprouts (sides are ordered a la carte). The fish was perfectly cooked...juicy and flighty flaky white fish, with beautiful parsley rub and crunchy skin, Brussels sprouts were very tasty, and the rice was a delightful balance of sweet and savoury.

Finally for dessert we ordered the orange blossom mousse and the pizzelle. Both were a perfect way to finish off our meal.",2
"BY FAR my favourite place to go for a special night out! There's a lot of places in Toronto that have a great ambiance but the food is sub-par, but at Byblos the interior is beautiful and the food is delicious. 

We've been here twice and each time, the servers were super helpful and suggested that we order 5-6 dishes as they're smaller plates and we could share them. They also gave good recommendations of what dishes would compliment each other. Just a note that it is $$$, which is why I only go usually go on special occasions but definitely worth it. 

Dishes that I think you absolutely have to order are the lamb ribs and the Turkish manti dumplings, I wish I could have multiple orders of them myself. The middle eastern fried chicken is also really good. Fries are good but you could skip them. Our first visit we split the shawarma for two and they give you pitas, garlic sauce and veggies to make it yourself and we liked that as well but not as much as the other dishes. 

Definitely will be going back again and again.",2
"Contemporary classic lounge fitting for a modern Mediterranean meal. 

Service: The memory of our server was amazing, and she offered some great suggestions for our meal. Had our order down, including the right additions and substitutions without having to write anything down. Was always topping up our water, and the servers cleared our plates/replaced them when they were dirty. Each and every dish was explained to us.

Food: The lamb ribs were fragrant with the scent of sesame and very tender, definitely a must-get. Manti dumplings were interesting, but not a fan of the yogurt sauce. Pide was also delicious, but the cheese masked most of the truffle flavour. Wagyu was cooked perfectly, and the onion and black garlic complimented it very well. Would also get the short rib kebab again and the signature dish from day one the restaurant opened, the roasted lamb shoulder. Topped everything off with a delicious burnt honey ice cream, a perfect ending to the rich experience.

Overall: Dishes were perfectly balanced and seasoned well with Mediterranean spices and flavours - perfect for sharing, although a bit pricey for the portion sizes. Modern take on traditional dishes served in a tapas format.

Tip: Ask for seating upstairs for a more intimate/classy lounge (more dimly lit), main floor seating for a more formal dining experience. Reserve early, as spots get taken up quickly!",2
"Food was nothing special and food took a while to come out. We had the fried chicken - which lacked flavour nothing too great to be raves about. As sides we ordered the cauliflower and Brussels sprouts - which basically tasted like boiled vegetables which also lacked flavours. 
Overall wasn't super impressed, the only thing nice was really the inside of the restaurant with the aesthetics

Follow @cindysfood on instagram for more reviews!",0
"Came here for a weeknight dinner with my boyfriend and our friend visiting from out of town. Overall, the food is just a fancy take on Mediterranean food - delicious yet pricey. Had it not been for our server (who was beyond funny and provided the best service), this would have been a 3 star review. Our party appreciates elevated service when it comes to  upscale dining facilities with premium prices, and she absolutely nailed it.

We started off with cocktails, and the nightingale sour was the clear winner among the round we ordered. It's the perfect cocktail to quench your thirst, with sweet and floral notes (coming from the peach and orange blossom). We also tried the marrakesh garden which was also refreshing, but forgettable.

For our appetizers and mains, we ordered:

Turkish manti dumplings - eggplant dumplings drizzled with a super rich yogurt sauce. Highly recommend.

Fig salad - heavy orange blossom notes on this refreshing and delicate salad. It's almost too beautiful to eat, but safe to say this was gone in a jiff.

Black truffle pide - this flatbread was nothing spectacular. To be frank, I am not so much a truffle lover, but my truffle-loving friends agreed this was a simple dish not worth swooning over.

Grilled whole branzino - though the flavours were great - smoky and lemon-y - the branzino was overdone. It was hard to justify the $39 price tag on this one.

Persian kale rice - this was an overwhelming portion for 2-3 people (which is not a bad thing!). I appreciated the crunch from the fragrant rice and lentils, but this again is a dish not worth swooning over.

Roasted brussel sprouts - our sprouts came out pretty burnt which was disappointing. Any flavours from the halloumi, tahini, and yogurt were missed due to the charred leaves.",2
"No complaints about anything! I'm sort of surprised at some of these reviews. We were promptly seated upon arriving. The decor and ambiance are chic and laid back. 

Our party of 4 wasn't exactly ravenous so we ordered less than the recommended amount of dishes. We got the beet and labneh, oxtail dumplings, lamb shoulder for two, short rib kebab, tah dig, and fries. We were STUFFED. Everything was hearty and delicious. The balance of flavors in each dish was great, especially the tah dig and short rib kebab. Those were probably my two favorite things. All of the meats were perfectly cooked and super tender. 

Dinner was less expensive than we thought so that was a plus on top of everything. I would definitely recommend it for a dinner date with friends or a partner.",2
"My favourite ice cream shop in Toronto! Huge line ups during the summer, but I think it's worth it! There's no seating but in the summer it's a nice area to walk around in anyways. 

Genmaicha Matcha Tiramisu (Highly Recommended) -- I've yet to try an ice cream flavour I don't like at Bang Bang. They have so many unique flavours (e.g. totaro, london fog and boba milk tea) and delicious baked goods to pair with them. The Genmaicha Matcha Tiramisu is one of my favourite flavours - creamy, rich vanilla ice cream with huge chunks of soft matcha tiramisu. I think the genmaicha and alcohol is more prevalent than the matcha, but I'm not bothered by it because I think the combination works very well. My other go-to flavour is the lychee rosewater with raspberry; pretty much everyone I know is IN LOVE with it.  If you haven't been before, you NEED to go this summer! ⁣
⁣
TIP: Avoid peak times (i.e. after dinner) because the line can get pretty long. ⁣",2
"I consider myself something of an ice cream expert, mostly in that I will happily taste test as much as possible.  
I've been to Bang Bang twice, and on my first go-round, I tried the golden oreo ice cream, just in a cup.  It was delicious and a fun spin on your usual cookies and cream. Last night, I braved the long line that accompanied the unseasonably nice weather and went for a half-sandwich.  I got the peanut butter ice cream (I went for two scoops of the same rather than two different flavours) with an Everything cookie.  It was easily the best peanut butter ice cream I've ever tried - chunks of PB, Reece's Pieces, chocolate pieces - and the cookie was good too.  I probably could've gone without the cookie, not because it wasn't good, but because walking and eating wasn't easy and I probably could've saved myself the mess if I'd just gotten ice cream in a cup.
A bit pricy, but it's a treat you don't have all the time.  I'll be back to sample more of the unique flavours!",2
"Miso mon cheri, matcha tiramisu, campfire marshmallow, mango puddin'... These are all ICE CREAM flavors, y'all! 

It was 20 degrees (Farenheit) and we had just stuffed ourselves silly with poutine, yet were looking to waste time, when my eyes landed on Bang Bang. It took one peek inside at the wall of flavors to know we had to try some. The staff was super sweet and let us sample to our heart's content. In the end, we landed on a small cup of London Fog and Totaro. I loved how we could get two different flavors even in their smallest size. The combo was perfect and unique, but do yourself a favor and try some samples and listen to the staff's recommendations.

Now, they do a rad ice cream sandwich here with freshly baked cookies. I wish I was more hungry to go for it, but simply ice cream was divine, too. 

It's tiny, but we squeezed on a bench to enjoy our ice cream, while my husband also sipped a tea.

This would definitely be a regular stop for me if I lived nearby, no matter the weather!",2
"Sort of an overhyped ice cream shop.

They indeed offer unique flavours, but it's significantly more expensive than necessary. Their flavours are fun to try if you haven't been here, but I would probably never return with their exuberant prices. Two tiny scoops of ice cream can run you nearly $10. You can find plenty of ice cream shops with unique flavours for way less.
Their ice cream is also super melty as well. As soon as I got it, it was already melting all over the place. If you're into soft serve, this is your spot--but I'm a hard serve ice cream kind of person.",1
"I can see why bang bang is so popular due to their unique flavours. In the summer sometimes I see lineups around the block! 

I got an ice cream sandwich with Totoro and Lychee Rosewater ice cream. Totoro pretty much tastes like taro milk tea! Lychee rosewater had a tang to it which was refreshing as well. I actually would not recommend and ice cream sandwich though; every time you type to eat it like a normal ice cream sandwich, the ice cream will slide out. So it's best to eat the ice cream and cookies separately. I would go with either ice cream in a cup or in an egg waffle instead (this is a meal in itself though!)",2
"This was my last stop in Toronto before heading back to the States and it certainly did not disappoint. My boyfriend and I arrived a little before the store's opening time but there was already a group of people who were waiting ahead of us. After we got in line, many people started to line up behind us which made me feel eternally grateful that we got here earlier than expected to avoid a long wait time.

Once the store opened my nose was filled with the aroma of freshly baked cookies. The line moved quickly and we didn't end up waiting too long until we were able to place our order. We ended up getting one scoop of london fog and one scoop of burnt toffee on a sugar cone. Both of these flavors complimented each other very well but if I can only choose one, my vote would be on London fog. The light taste of earl grey made this sweet treat taste even more decadent. The burnt toffee had some pretty large bits of toffee mixed in which did make it hard to solely appreciate the ice cream itself.

Do note that there is no seating inside. There are a few benches outside which fill up quickly so space is pretty limited. Make sure you have a back up plan of where you can enjoy your delicious goodness!",2
"Bang Bang is likely the ice cream spot that you hear always recommended if you are looking for a good scoop of ice cream in Toronto. You might ask yourself is it really worth the hype and to wait the lineups? Yes. Yes it freaking is.

The flavors here are not your run-of-the-mill ice cream shop flavors. Most are unique in taste and name. You can get your ice cream in a cone, cup, freshly-made waffle cup, as an ice cream sandwich and more! The shop is very, very small. It acts more like a take-out place than an ice cream parlour. 

I honestly would recommend you go maybe 15-30 minutes before it opens and line up. That way you get their freshest scoops and treats without having to wait an hour or more.",2
"By far my favorite part about visiting a new city is seeking out (and often waiting in line for) their flagship ice cream shop. Surely Bang Bang Ice Cream and Bakery is Toronto's best, and it was worth every minute of my forty-five minute wait on a Friday evening. 

Star 1: How were the service and atmosphere?

Yes, the lines at Bang Bang can spiral seemingly out of control, but the neighborhood is conducive to it, there's signage, and above all else it's worth it. Even though they're surely swamped at all hours of the day, the servers are friendly and efficient. 

One of my favorite parts of Bang Bang was that, to keep things moving, they curb tasting during peak hours, which honestly makes a lot of sense. Think about it - when you go elsewhere, to say a restaurant, are you able to sample what you order beforehand? Of course not, and in this case it's a reasonable trade off to keep the line moving. Star. 

Star 2: How were the portions relative to the cost?

$8.90 CAD got me a colossal ice cream sandwich packed with two full sized scoops. While I initially scoffed a bit at the price point, after a quick bit of math I realized that for well under $10.00 I was getting two scoops of specialty ice cream and two everything cookies, which was a bargain. Star. 

Stars 3 and 4: How was the food?

I don't have enough superlatives in my vocabulary to describe how amazing this all was. For starters, the everything cookie is a new benchmark for amazing cookies, and I could have eaten a dozen of these and been perfectly content. From there, the Burnt Toffee and CinnaCrunch ice creams were absolutely out of this world, and competed easily with some of my favorites elsewhere around North America. Amazing. Two Stars. 

Star 5: Would you be excited to go back?

This was some of the best ice cream I've ever had, and surely Bang Bang has perfected the dessert shop here in Toronto. Star.",2
"Super delicious icecream! And totally worth the lineup! ( however I was lucky to come on a day there wasn't one, keeping in mind I have waited about five years now to try it ha ha) 

I recently visited this ice cream shop not expecting to find that they also serve very delicious baked goods such as carrot cake and delicious cinnamon rolls. 

This time we went for the bubble waffle cone filled with buttered mint and lychee rosewater ice cream, With a side of butterscotch ice cream.  

The flavours here are amazing and very rich. It is infused perfectly and worth the price. They have a variety of different flavours so many that it is very difficult to choose! And also they offer delivery with Uber eats ( Uh oh I am introuble ) 

10/10 recommend this place !!!",2
"Great flavours at this sweet little shop on Ossington! 
My fav are London Fog and Cinnatoast. Get the cookie Sammie's! 
Tons of cream (obvi) so lactose intolerant people plz be aware! Tried avocado and thought it tasted weird.",2
"Instant 5 stars because with only a limit of one sample, I managed to choose two delicious icecream flavours with a HK waffle. Waited all summer and finally got a chance to stop by after dinner. Wait time: approximately 30 minutes total with your dessert in hand (and it was worth it).

Lychee raspberry and the matcha twist with jasmine blew my mind. They are faster now with waffle orders so checkout was quick and efficient. Got to try a bit of the boba papa icecream and it was good as well. Tapioca is an extra $0.50 as a topping.",2
"After having been here a few times, I can't believe that I'm just getting to review this place now! Bang Bang Ice Cream is right up there with Kekou Gelato in my books for best ice cream places in TO. Waiting in line here is pretty common any day of the week and especially in the evenings but for good reason!

This place is amazing because of the many ice cream options available. I love how there are so many unique flavours to choose from that you can never really get tired of coming here and can pick a different flavour each time depending on what you feel like having. Some of the flavours include burnt toffee (a personal fave!), lychee rosewater, totaro, london fog, milk and cookies, matcha, etc. Some flavours are also rotated as I don't always see certain ones whenever I've visited. 

You can also have your ice cream as part of an ice cream sandwich (half or full) since there are various cookie flavours to choose from and I remember that you could do a macaron ice cream sandwich at one point. Of course, there's also the popular waffle and ice cream combination. A bonus is that small tubs of select flavours are available here too. The prices are fair for what you pay for and a perfect treat in the summer heat!",2
"We've waited about 45 minutes on line for this. I would say it was worth the wait! The place itself isn't that big of an interior and due to the long line of people you won't be able to stay in the store for long after you've received your order. 

The service was really good and they were nice in letting us try different flavors since there is so many  flavors to choose from and they all sound so good! From the flavors that I have gotten was the Thank You Very Matcha which was so good. My brother who doesn't even like matcha also enjoyed it. The Golden Oreo however was pretty sweet. A huge oreo ice cream fam but thought that this one was kinda sweet. I would definitely stop by again if I had a chance and the cookies just made it 100x better!",2
"MY FAVOURITE ice cream place in Toronto! The waits in the summer and fall time are no joke, but come here after a nice dinner and wait in line to burn off those dinner calories ;) 

Their flavour combos are so unique, but also yummy and it's good on its own, in a waffle cone, normal cone, or in between cookies!

My personal favourites are rosewater lychee, good humour me, coconut mango puddin, and boba papa milk tea 

Pro tip: always get 2 flavours and if you really like one that's available in the pint size, take that to go for home",2
"Bang bang, into my heart you ice cream fiend. I think I found Toronto's baddest ice cream shop and am reviewing it for my 1400th review on Yelp!

This popular ice cream joint was made for the ice cream connoisseur. The moment you walk in, you are greeted with so many options that are made weekly to serve. From London Fog to even boba, there were some really unique flavors that you could sample. I was a huge fan of their mango sticky rice which used actual rice in their ice cream. The small grain made such a difference in texture and taste.

Once you've chosen your ice cream(s), you choose how you want it presented whether as an ice cream cookie sandwich, a waffle cone, or just in a cup. Altogether, you can really modify and change how you enjoy this delectable dessert. Each cup ends up being about $7 so it's on the steeper side but the quality makes up for the price.

The ice cream here at Bang Bang was on point. So smooth, creamy, and worth the wait you may endure.

Overall service was good but I did feel some pressure in selecting my ice cream and cone choice. There was no line when we first arrived but shortly after, it picked up. Before I even got a chance to try all the flavors I wanted, I felt the side eye from the server and quickly chose and left.",2
"The only place I'd go for ice cream in the winter. Thee best ice cream shop in all of GTA! Well worth the line up. The ginger cookie is my fave. So many delicious flavours! London Fog, taro, lychee, mint, chocolate..

Matcha jasmine 
Milk tea: can add tapioca pearls (bubbles/boba) for 50cents",2
"Yes, this place is still expensive. Yes, this place still has a line out the door on a sunny weekend day, but damn. It's really good! 

Bang Bang has expanded their repertoire to include other baked goods aside from the cookies for their ice cream sandwiches. I highly recommend their Peanut Butter and Jelly ice cream which they almost always have, and their cinnamon buns. Bang appetit.",2
"""Bang Bang!"" You've got me, agh. During these humid and torird summer days, I'm hallucinating and searching for ways to cool off. My search was no longer during my last day in Toronto. Bang Bang Ice Cream and Bakery has been opened for 3 years and they are cranking out unique and flavorful treats. 

I have never imagined miso being in ice cream, so when I tried the Miso Mon Cheri, I was initially confused, but quickly appreciated the idea that ice cream could taste savory as well. I also ordered a small side of the Totaro (Ube) based on their puff cookies. It was amazing and perfect what I needed. 

With over 20 flavors and 4 vegan flavors, I am not surprised why this is a popular place to visit. The shop is small and there usually is a line so my advice is to head over when they open. I believe I came over around 1pm, but check their hours. Other tip, you can only sample 1 flavor. I'm glad that rule is in place as I would be here all day eating everything. 

Kudos to these chefs back here who are experimenting and perfecting these awesome flavors. Wishing they could open other locations on the West Coast.",2
"Years ago, when Bang Bang first opened, I braved the cold to wait in an hour long line to get some Totaro ice cream in a bubble waffle cone. It was good, but nothing too memorable that I forgot about this place and moved onto other ice cream spots in the city.

Fast forward five years, after dinner at Mamakas, I decided to give Bang Bang another try. This time, the weather was just above freezing, but fortunately, there was no line up. 

I got a small cup of the burnt toffee flavour. Now this, was delicious. A sweet creamy base with bit of crunchy toffee topped with a toffee drizzle. I savoured every bite. It's been two weeks since I've had it and I'm still thinking about it.",2
"Bang bang bang. This place was actually kinda hard to find without the GPS. There was nothing really indicating that was the ice cream shop besides the light banner that says ice cream but I wasn't sure if I was at Bang Bang ice cream if that makes sense. 

But regardless the ice cream was pretty good. I don't think it blew me away because I've had alot of good ice cream but I will say all of the flavors were really unique. I got the lychee rosewater and it was amazing. It was lychee ice cream with raspberry flavors swirled in it. I also sampled the totaro and I will say the taro ice cream was definitely something I would come back and get",2
"I do not live in Toronto, so for me it was really hard to find a best ramen place. We were browsing for so long and decided to give it a try. They welcomed us nicely and were really quick with the orders. I have some points about this place:
1. Efficient Service
2. Tastiest Ramen I have ever had (Thick Noodle Veggie Ramen)
3. Affordable
4. Clean Toilet
My verdict is best ramen in Toronto. That's it.",2
"I love Ramen and every winter I'm in Japan . Was dying to try   legendary vegan Isshin ramen  since my English teaser highly recommended . TOO SALTY!! 
In Toronto way more better places . May b other dishes would tests batter , I never back to that one . 
Hope it helps",0
"I'd have to say this is the best Ramen I've had in the area. It was the closest to real Japanese Ramen than any other place. I ordered their most popular one, the Spicy Miso Ramen, and It was amazing!! The flavor was so delicious. It didn't have that metal taste like some ramen places. It was great. It wasn't too spicy at all either. My parents also ordered it and they don't like spicy food, and they loved this. 

Another time I also ordered the shoyu ramen and that was delicious as well. If you're looking for an amazing Ramen place, come here! It's so delicious! I'd go to Toronto just for that.",2
"3.5/5
With so many ramen joints in and around Toronto, this place is just another typical ramen joint. I'm really surprised to hear many say this is their favourite ramen.
Remember to join the yelp waitlist during busy hours but service is usually speedy with quick turnarounds in table. 
Approx. $15 per bowl, portions could be larger but there is the option to add extra noodles for a few dollars.",1
"Curry tsukemen is delicious. Only available this month.(JAN)

Typical Japanese curry infused with umami flavour goes well with the generous plate of cold noodles for dipping. 

Worth the heavy price tag. 

I don't understand the corn and vegetables since you can't really dip it but nonetheless great flavour. Prefer this over Raku's curry udon any day. Just writing this review is making me crave it.",2
"Black Sesame Tan Tan:
Nice chewiness of the noodles, and it was very filling despite looking like a small portion. The fun part about this dish is you grind the black sesame and add it to your bowl as you desire! The black sesame added a very fragrant taste. This was a nice experience, however it was too salty for me (apparently a lot of things I eat are too salty for me though??? Something must be wrong with my taste buds). I tried my friends white sesame noodles and that was less salty, and the broth was more light and creamy. I would probably get that instead next time. Glad to finally be able to cross Ramen Isshin off my list",1
"Food - I'm a big fan of Spicy Miso so of course I had to get that. This place is known for their spicy miso so, as you can imagine, it's really good. Their broth is rich, tasty, and has a kick to it; I LOVE IT. The noodles and condiments are pretty normal but it's still good. The ramen doesn't come with an egg though so you have to order extra for that. We had the takoyaki and gyoza too. The takoyaki was really good, it's deep fried so the outside is crispy while the inside remains juicy; not convention, I know but its good. Gyoza was pretty good too!

Ambiance - It's a relatively small restaurant with limited seats so be sure to plan ahead if you're coming in as a big group. Aside from that, everything's pretty clean and has a typical ramen shop interior.

Price - my bowl of ramen was around $16 without egg. I thought it was expensive...but its good so maybe its worth it? 

Service - Our host was pretty nice and attentive. Despite the restaurant being busy l, we were still given everything in an orderly manner. 

Overall - Great place if you're a fan of Miso style broth. I heard the other ramen spots might be better if you're not really into miso though!",2
Hole in a wall restaurant with phenomenal ramen and shoyu kotteri tsukemen. The servers were fast and incredibly friendly. Highly recommend.,2
"This is my favourite Ramen place!
As aways they didn't disappoint me. I had the Stone Bowl Shoyu Kotteri Tsukemen and my friend had the Garlic Shoyu Ramen and to finish off I got the Mochi for the first time as a dessert. Stone Bowl Shoyu Kotteri Tsukemen was unique! Its cold noodle and you dip the cold noodle into the hot pot! Highly recommend it!",2
"Cozy Ramen place with excellent service! Loved the spicy miso Ramen - I liked how the Ramen was loaded with sprouts, gave it a different feel altogether! Pork was amazing and juicy! I also tried their sake cocktail- I am a sake lover now! 
Definitely visiting again !",2
"One of the best ramen around. Expect a wait if you go during peak hours. I went on a Saturday night and waited about 40 minutes. The good thing is you can sign up for the waitlist on Yelp and they'll alert you when a seat will be open soon so you can do other things while you wait.
I got the spicy miso ramen with extra noodles on the side. It wasn't as spicy as I hoped for but I am someone who has a high spice tolerance. It has an even mix of flavours and not too salty as some ramen can be. I definitely will be back to try their other flavours!",2
